rmse_mean	rmse_std	rmse_min	rmse_percentile02	rmse_percentile25	rmse_median	rmse_percentile75	rmse_percentile98	rmse_max
266.755126953125	391.95684814453125	4.765730381011963	63.41966247558594	149.70709991455078	214.71383666992188	314.24676513671875	730.3161560058596	15269.5341796875
269.09173583984375	391.1083068847656	4.029816627502441	65.54415512084961	151.46885681152344	218.34860229492188	317.0311279296875	735.7509948730481	15631.8037109375
267.7334289550781	393.3691711425781	8.363540649414062	64.57533111572266	150.51459121704102	216.22661590576172	316.1191101074219	731.4818664550783	15351.166015625
270.0998229980469	392.0201416015625	8.689482688903809	66.09982223510742	151.92480850219727	217.76834869384766	318.05906677246094	745.3826354980472	15245.9423828125
267.81695556640625	392.25628662109375	3.2257206439971924	64.84109344482422	150.63624572753906	216.49440002441406	315.4700241088867	731.5194641113281	15684.9072265625
267.53277587890625	389.7853088378906	5.20721960067749	64.18634948730468	150.38849639892578	216.30951690673828	316.0876235961914	730.6188049316411	15274.3544921875
270.3160095214844	392.5854187011719	4.114989757537842	65.33769454956055	151.41528701782227	218.27394104003906	319.12159729003906	741.3042480468761	15227.3681640625
268.3050842285156	392.70050048828125	5.249263763427734	65.71705703735351	150.38594818115234	216.0230484008789	315.92574310302734	741.7342956542976	15475.564453125
267.82769775390625	390.5634460449219	4.992833137512207	65.1790657043457	151.07891464233398	217.0989761352539	317.0023956298828	731.5062194824219	15260.4228515625
266.2466125488281	390.7055969238281	6.162671089172363	63.8817813873291	148.90124893188477	214.4536361694336	313.80651092529297	737.4500366210951	15315.9453125
270.6175231933594	391.96820068359375	3.7017595767974854	65.48430938720703	152.2518424987793	218.84143829345703	319.7944793701172	743.5174926757817	15416.8828125
267.3516845703125	389.33062744140625	3.988574743270874	64.29035339355468	151.15731048583984	216.46212005615234	317.19799041748047	726.8053344726562	15255.8828125
271.7131042480469	393.68280029296875	5.2808732986450195	64.44904174804688	152.09135055541992	219.02919006347656	320.36378479003906	750.0434753417971	15247.55078125
267.6033630371094	390.746826171875	2.512707233428955	64.90100479125977	150.6096420288086	216.24534606933594	315.3936767578125	731.794262695313	15275.1455078125
271.0196533203125	392.3501281738281	3.4062299728393555	66.07136306762695	153.08156204223633	219.87865447998047	320.78467559814453	733.1522033691408	15740.5927734375
265.6504821777344	390.7330627441406	3.509944438934326	65.35951156616211	149.53616333007812	214.12144470214844	312.88677978515625	716.9007202148441	15283.3671875
270.8175964355469	393.85888671875	3.038679361343384	65.50163345336914	152.37403869628906	219.04722595214844	318.2518997192383	748.3596069335947	15352.392578125
268.6164245605469	393.9703063964844	2.1135125160217285	64.99570999145507	150.58017349243164	216.19000244140625	316.37792205810547	739.6566711425783	15406.0400390625
270.31585693359375	392.1264343261719	4.643014907836914	65.81937713623047	152.42051696777344	219.23316192626953	319.33164978027344	736.5240905761718	15590.888671875
266.0186462402344	389.5295715332031	1.985466480255127	64.09818496704102	150.2011947631836	215.72018432617188	314.5386734008789	722.1893737792984	15210.73046875
274.5174255371094	392.6544494628906	7.18689489364624	66.20702590942383	154.89608764648438	222.92474365234375	324.27794647216797	750.864794921875	15460.6337890625
